aardvark;mrówkojad
disenfranchised;disenfranchised
disenfranchisement;braku praw obywatelskich
disenfranchises;disenfranchises
disenfranchising;disenfranchising
disengage;odłączyć
disengaged;wolny
disengagement;rozłączenie
disengaging;oderwania
disentangle;rozwikłać
disentangled;niesplątany
disentangles;disentangles
disentangling;rozczesywania
disequilibrium;nierównowaga
disestablish;disestablish
disestablished;disestablished
disestablishing;disestablishing
disestablishment;disestablishment
disfavour;niełaska
disfigure;oszpecić
disfigured;oszpecony
disfigurement;zeszpecenie
disfigurements;odkształceń
disfigures;zniekształca
disfiguring;szpecące
disfranchise;disfranchise
disgorge;wymiotować
disgorged;disgorged
disgorging;degorżowanie
disgrace;hańba
disgraced;zhańbiony
disgraceful;haniebny
disgracefully;haniebnie
disgraces;hańbi
disgracing;disgracing
disgruntled;niezadowolony
disgruntlement;niezadowolenia
disguise;przebranie
disguised;ukrytego
disguises;przebrania
disguising;ukrywającej
disgust;niesmak
disgusted;oburzony
disgustedly;niesmakiem
disgusting;obrzydliwy
disgustingly;wstrętnie
disgusts;brzydzi
dish;danie
disharmonious;dysharmonijny
disharmony;dysharmonia
dishcloth;ręcznik
disheartened;zniechęcony
disheartening;przygnębiające
dished;wypukłe
dishes;naczynia
dishevelled;rozczochrany
dishier;dishier
dishing;dishing
dishonest;nieuczciwy
dishonestly;nieuczciwie
dishonesty;nieuczciwość
dishonour;hańba
dishonourable;niegodziwy
dishonourably;dishonourably
dishonoured;dishonored
dishpan;szaflik
dishwasher;zmywarka
dishwashers;zmywarki
dishwater;chlapa
dishy;dishy
disillusion;rozczarować
disillusioned;rozczarowany
disillusioning;złudzeń
disillusionment;rozczarowanie
disincentive;zniechęcający
disincentives;zniechęcające
disinclination;niechęć
disinclined;niechętny
disinfect;dezynfekować
disinfectant;środek dezynfekujący
disinfectants;środki dezynfekcyjne
disinfected;zdezynfekowany
disinfecting;dezynfekcja
disinfection;dezynfekcja
disinformation;dezinformacja
disingenuous;obłudny
disingenuously;nieszczerze
disinherit;wydziedziczyć
disinherited;wydziedziczonych
disintegrate;rozpadać się
disintegrated;rozdrabniana
disintegrates;rozpada
disintegrating;rozpadających
disintegration;rozpad
disinter;ekshumować
disinterest;brak zainteresowania
disinterested;bezinteresowny
disinterestedly;bezinteresownie
disinterestedness;bezinteresowność
disinterred;disinterred
disinvest;o wycofaniu
disinvestment;dezinwestycji
disjoin;oddzielać
disjoint;nieskładny
disjointed;chaotyczny
disjointedly;disjointedly
disjointness;rozłączności
disjunct;dysjunktywnej
disjunction;dysjunkcja
disjunctions;alternatywy
disjunctive;dysjunktywny
diskette;dyskietka
diskettes;dyskietki
dislike;nie lubić
disliked;nielubiana
dislikes;antypatie
disliking;disliking
dislocate;zdezorganizować
dislocated;zwichnięty
dislocates;zakłócają
dislocating;przemieszczający
dislocation;przemieszczenie
dislocations;dyslokacje
dislodge;usunąć
dislodged;wypadają
dislodges;wypiera
dislodging;strącając
disloyal;nielojalny
disloyalty;nielojalność
dismal;ponury
dismally;dismally
dismantle;zdemontować
dismantled;zdemontowane
dismantles;demontuje
dismantling;demontaż
dismay;przerażenie
dismayed;przerażeni
dismaying;postrachem
dismays;zakłopotanie
dismember;rozczłonkować
dismembered;rozczłonkowane
dismembering;rozczłonkowując
dismemberment;amputacja
dismembers;dismembers
dismiss;oddalić
dismissal;zwolnienie
dismissals;zwolnienia
dismissed;odwołany
dismisses;oddala
dismissible;dismissible
dismissing;odwoływanie
dismissive;lekceważący
dismissively;lekceważąco
dismount;zdemontować
dismounted;demontowany
dismounting;demontaż
dismounts;zsiada
disobedience;nieposłuszeństwo
disobedient;nieposłuszny
disobey;być nieposłusznym
disobeyed;nieposłuszny
disobeying;nieposłuszeństwo
disobeys;nieposłuszny
disorder;nieład
disordered;nieuporządkowane
disorderly;nieporządny
disorders;zaburzenia
disorganisation;dezorganizacja
disorganise;disorganise
disorganised;zdezorganizowane
disorganising;dezorganizacji
disorient;zdezorientować
disorientated;zdezorientowany
disorientating;dezorientującym
disorientation;dezorientacja
disoriented;zdezorientowany
disown;zapierać się
disowned;wyparł
disowning;disowning
disowns;wypiera
disparage;deprecjonować
disparaged;disparaged
disparagement;uchybienie
disparaging;ubliżający
disparagingly;lekceważąco
disparate;różny
disparities;rozbieżności
disparity;różnica
dispassionate;beznamiętny
dispassionately;beznamiętnie
dispatch;wysyłka
dispatched;wysyłane
dispatcher;dyspozytor
dispatchers;dyspozytorzy
dispatches;depesze
dispatching;dysponowanie
dispel;rozwiać
dispelled;rozwiane
dispelling;rozwiewanie
dispels;rozwiewa
dispensable;alternatywny
dispensaries;przychodnie
dispensary;ambulatorium
dispensation;dyspensa
dispensations;zwolnień
dispense;obyć się
dispensed;dozowane
dispenser;szafarka
dispensers;dozowniki
dispenses;dozuje
dispensing;dozująca
dispersal;rozproszenie
dispersant;dyspergator
disperse;rozpraszać
dispersed;rozproszone
disperser;rozprowadzający
dispersers;rozpraszacze
disperses;rozprasza
dispersing;rozpraszający
dispersion;dyspersja
dispersions;dyspersji
dispersive;dyspersyjny
dispersively;dispersively
dispirited;przygnębiony
dispiritedly;dispiritedly
dispiriting;dispiriting
displace;wypierać
displaced;przesunięta
displacement;przemieszczenie
displacements;przemieszczenia
displacer;wypierający
displaces;wypiera
displacing;przemieszczające
display;pokaz
displayable;liczba wyświetlanych
displayed;wystawiany
displaying;wyświetlając
displays;wyświetlacze
displease;nie podobać się komuś
displeased;niezadowolony
displeasing;nie podoba
displeasure;niezadowolenie
disporting;disporting
disposable;jednorazowy
disposables;jednorazowych
disposal;sprzedaż
disposals;rozdysponowanie
dispose;dysponować
disposed;usuwane
disposer;unieszkodliwiania
disposers;dysponenci
disposes;unieszkodliwia
disposing;unieszkodliwiania
disposition;usposobienie
dispositions;dyspozycje
dispossess;wywłaszczać
dispossessed;wywłaszczonych
dispossession;wywłaszczenie
disproof;odparcie
disproofs;disproofs
disproportional;nieproporcjonalna
disproportionally;nieproporcjonalnie
disproportionate;nieproporcjonalny
disproportionately;nieproporcjonalnie
disprovable;disprovable
disprove;obalić
disproved;obalona
disproves;obala
disproving;podważania
disputable;sporny
disputant;dyskutant
disputants;dyskutanci
disputation;dysputa
disputatious;polemiczny
dispute;spierać się
disputed;zakwestionowane
disputes;sprzeczanie się
disputing;spór o
disqualification;dyskwalifikacja
disqualifications;dyskwalifikacje
disqualified;zdyskwalifikowany
disqualifies;dyskwalifikuje
disqualify;zdyskwalifikować
disqualifying;dyskwalifikujący
disquiet;niepokój
disquieting;niepokojący
disquietude;niepokoje
disquisition;elaborat
disquisitions;rozpraw
disregard;lekceważenie
disregarded;pominięte
disregarding;lekceważenie
disregards;pominięcia
disrepair;bankructwo
disreputable;haniebny
disrepute;zła reputacja
disrespect;brak szacunku
disrespectful;lekceważący
disrespectfully;lekceważąco
disrespects;obraża
disrobe;disrobe
disrobing;obnażanie się
disrupt;zakłócać
disrupted;zakłócone
disrupting;zakłócającymi
disruption;zakłócenie
disruptions;zakłócenia
disruptive;niszczący
disruptively;przerywania
disruptor;disruptor
disrupts;zakłóca
dissatisfaction;niezadowolenie
dissatisfactions;niezadowolenia
dissatisfied;niezadowolony
dissatisfies;dissatisfies
dissatisfy;wywołać niezadowolenie
dissatisfying;niezadowalające
dissect;analizować wnikliwie
dissected;rozcięta
dissecting;prosektorium
dissection;sekcja
dissections;rozwarstwienia
dissector;paraszyta
dissects;rozcina
dissemble;przemilczać
dissembled;skłamali
dissembling;fałszywy
disseminate;rozpowszechniać
disseminated;rozpowszechniane
disseminating;rozpowszechnianie
dissemination;rozpowszechnianie
dissension;niezgoda
dissensions;dissensions
dissent;bunt
dissented;zgadzał
dissenter;innowierca
dissenters;odszczepieńcy
dissenting;rozłamowy
dissertation;rozprawa
dissertations;rozprawy
disservice;niedźwiedzia przysługa
dissidence;inność
dissident;dysydent
dissidents;dysydenci
dissimilar;niepodobny
dissimilarities;odmienności
dissimilarity;odmienność
dissimulation;udawanie
dissipate;znikać
dissipated;hulaszczy
dissipates;rozprasza
dissipating;rozpraszająca
dissipation;rozpusta
dissipative;rozpraszająca
dissociate;dysocjować
dissociated;zdysocjowanej
dissociating;dysocjacji
dissociation;dysocjacja
dissociative;dysocjacyjne
dissociatively;dissociatively
dissolute;rozwiązły
dissolution;rozpuszczenie
dissolve;rozpuścić
dissolved;rozpuszcza
dissolves;rozpuszcza
dissolving;rozpuszczający
dissonance;dysonans
dissonances;dysonanse
dissonant;dysonansowy
dissuade;odwieść
dissuaded;zniechęca
dissuades;odwodzi
dissuading;odwodzenia
distaff;kądziel
distal;dystalnej
distally;dystalnie
distance;dystans
distanced;zdystansowany
distances;odległości
distancing;dystansowanie
distant;odległy
distantly;odlegle
distaste;niechęć
distasteful;niesmaczne
distastefully;distastefully
distemper;tempera
distempered;distempered
distempers;farbami klejowymi
distended;rozdęte
distension;nabrzmienie
distil;destylować
distillate;destylat
distillation;destylacja
distillations;destylacji
distilled;destylowanej
distiller;destylator
distilleries;destylarnie
distillers;gorzelników
distillery;destylarnia
distilling;destylację
distils;oddestylowane
distinct;odrębny
distinction;różnica
distinctions;wyróżnienia
distinctive;charakterystyczny
distinctively;rozpoznawczo
distinctiveness;odrębność
distinctly;wyraźnie
distinctness;wyrazistość
distinguish;rozróżniać
distinguishable;rozpoznawalny
distinguishably;rozróżnialnie
distinguished;wybitny
distinguishes;rozróżnia
distinguishing;charakterystyczny
distort;zniekształcać
distorted;zniekształcony
distorter;distorter
distorting;zniekształcając
distortion;zniekształcenie
distortions;zniekształcenia
distorts;zakłóca
distract;rozpraszać
distracted;roztargniony
distractedly;roztargnieniem
distractedness;distractedness
distracting;rozpraszać
distractingly;distractingly
distraction;roztargnienie
distractions;zakłócone
distracts;rozprasza
distraught;oszalały
distress;rozpacz
distressed;zakłopotany
distresses;niedole
distressing;niepokojący
distressingly;niepokojąco
distributable;dystrybuowana
distribute;rozprowadzać
distributed;rozpowszechniane
distributes;prowadzi dystrybucję
distributing;rozdzielczy
distribution;dystrybucja
distributional;dystrybucyjny
distributions;rozkłady
distributive;dystrybucyjny
distributivity;rozdzielność
distributor;dystrybutor
distributors;dystrybutorzy
district;dzielnica
districts;dzielnice
distrust;nieufność
distrusted;dowierzał
distrustful;nieufny
distrustfully;nieufnie
distrusting;dowierza
distrusts;nie ufa
disturb;przeszkadzać
disturbance;niepokojenie
disturbances;zaburzenia
disturbed;zaniepokojony
disturbing;zakłócając
disturbingly;niepokojąco
disturbs;niepokoi
disulphide;dwusiarczek
disunion;niezgoda
disunite;rozdzielać
disunity;rozbicie jedności
disuse;nieużywania
disused;nie używany
disyllabic;dwuzgłoskowy
disyllable;disyllable
ditch;rów
ditched;porzuciła
ditches;rowy
ditching;wodowanie
dither;dygotać
dithered;wygładzony
dithering;dithering
dithers;dithers
ditties;ditties
ditto;tak samo
ditty;śpiewka
diuresis;diurezy
diuretic;moczopędny
diuretics;diuretyki
diurnal;dzienny
diva;diwa
divan;otomana
divans;sofy
divas;divas
dive;nurkować
divebombing;divebombing
dived;zanurkował
diver;nurek
diverge;odchodzić
diverged;oddzieliły
divergence;rozbieżność
divergences;rozbieżności
divergent;rozbieżny
diverges;odbiegającego
diverging;rozbieżne
divers;nie jeden
diverse;różnorodny
diversely;różnie
diversification;dywersyfikacja
diversified;urozmaicony
diversifies;różnicuje
diversify;urozmaicać
diversifying;dywersyfikacji
diversion;dywersja
diversionary;dywersyjną
diversions;objazdy
diversities;różnorodności
diversity;różnorodność
divert;odwracać
diverted;przekierowywane
diverticular;uchyłkowa
diverting;przekazywanie
diverts;przekazy
dives;nurkowania
divest;pozbyć się
divested;zbywanego
divesting;zbycia
divide;podzielić
divided;podzielony
dividend;dywidenda
dividends;dywidendy
divider;rozdzielacz
dividers;dzielniki
divides;podziały
dividing;działowy
divination;wróżbiarstwo
divine;boski
divined;odgadł
divinely;bosko
diviner;wróżbita
divines;divines
divinest;divinest
diving;nurkowanie
divining;divining
divinities;divinities
divinity;boskość
divisibility;podzielność
divisible;podzielny
division;podział
divisional;dywizyjny
divisions;podziały
divisive;dzielący
divisiveness;podziały
divisor;dzielnik
divisors;dzielniki
divorce;rozwód
divorced;rozwiedziony
divorcee;rozwódka
divorcees;rozwódki
divorces;rozwody
divorcing;rozwodzi
divot;divot
divots;divots
divulge;ujawniać
divulged;ujawniane
divulges;divulges
divulging;ujawnienie
dizzier;dizzier
dizziest;dizziest
dizzily;zawrotnie
dizziness;zawroty głowy
dizzy;oszołomiony
dizzying;oszałamiający
dizzyingly;zawrotnie
do;zrobić
doberman;doberman
doc;doc
docile;posłuszny
docilely;ulegle
docility;uległość
dock;dok
dockage;dockage
docked;zadokowany
docker;doker
dockers;dokerów
docket;etykieta
dockets;dockets
docking;dokująca
dockland;dockland
docklands;docklands
docks;doki
dockside;nadbrzeżnej
dockyard;stocznia
dockyards;stocznie
docs;docs
doctor;lekarz
doctoral;doktorski
doctorate;doktorat
doctorates;doktoraty
doctored;doctored
doctoring;zgarnianie
doctors;lekarze
doctrinaire;doktrynerski
doctrinal;doktrynalny
doctrinally;doktrynalnie
doctrine;doktryna
doctrines;doktryny
document;dokument
documentaries;filmy dokumentalne
documentary;film dokumentalny
documentation;dokumentacja
documented;udokumentowane
documenting;dokumentowanie
documents;dokumenty
dodecahedra;dwunastościany
dodecahedral;dodecahedral
dodecahedron;dwunastościan
dodge;unik
dodged;uniknął
dodgem;dodgem
dodgems;dodgems
dodger;cwaniak
dodgers;dodgers
dodges;uniki
dodgier;dodgier
dodging;uników
dodgy;sprytny
dodo;dront
doe;łania
doer;sprawca
doers;czyniący
does;robi
doesnt;robi
doffed;uchylił
doffing;zdejmowali
dog;pies
dogdays;dogdays
doge;pieseł
dogeared;dogeared
doges;doges
dogfight;walka samolotów
dogfights;walki powietrzne
dogfish;dogfish
dogged;zawzięty
doggedly;uparcie
doggedness;zacietrzewienie
doggerel;marny
dogging;dogging
doggy;psi
doglike;doglike
dogma;dogmat
dogmas;dogmaty
dogmatic;dogmatyczny
dogmatically;dogmatycznie
dogmatism;dogmatyzm
dogmatist;dogmatyk
dogmatists;dogmatyków
dogood;robić dobre uczynki
dogooder;dogooder
dogooders;dogooders
dogs;psy
dogsbody;dogsbody
dogtag;nieśmiertelnik
dogy;dogy
doh;doh
dohs;dohs
doily;serwetka
doing;robić
doings;poczynania
doityourself;zrób to sam
doldrums;chandra
dole;zasiłek
doled;doled
doleful;żałosny
dolefully;smętnie
dolerite;dolerite
doles;doles
doling;doling
doll;lalka
dollar;dolar
dollars;dolarów
dolled;dolled
dollies;wózki
dollop;kupa
dolls;lalki
dolly;laleczka
dolman;dolman
dolmen;dolmen
dolomite;dolomit
dolorous;smętny
dolphin;delfin
dolphinarium;delfinarium
dolphins;delfiny
dolt;głupek
domain;domena
domains;domeny
dome;kopuła
domed;kopulasty
domes;kopuły
domestic;krajowy
domestically;kraju
domesticated;udomowiony
domestication;udomowienie
domesticity;domatorstwo
domestics;ludzie
domicile;miejsce stałego zamieszkania
domiciled;miejsce zamieszkania
domiciliary;w miejscu zamieszkania
dominance;przewaga
dominant;dominujący
dominantly;dominująco
dominate;zdominować
dominated;zdominowany
dominates;dominuje
dominating;wyróżniającym
domination;dominacja
domineer;dominować
domineered;domineered
domineering;apodyktyczny
dominion;panowanie
dominions;panowania
domino;domino
don;don
donate;podarować
donated;wygrałem
